Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency
12574.0,218.45,1,2011-01-28 09:20:00,315
12576.0,1315.83,5,2011-11-04 10:11:00,35
12577.0,657.8,3,2011-11-04 13:24:00,34
12578.0,2794.51,2,2011-11-18 13:30:00,20
12579.0,440.42,1,2011-09-22 17:15:00,77
12580.0,415.7,1,2011-04-07 10:24:00,246
12581.0,197.71,1,2011-10-31 08:56:00,39
12582.0,511.36,2,2011-04-15 08:45:00,238
12584.0,2338.15,9,2011-12-06 09:35:00,3
12585.0,2040.1,2,2011-04-19 13:39:00,233
12586.0,196.94000000000003,1,2011-11-22 16:24:00,16
12587.0,144.0,1,2011-12-02 12:47:00,7
12588.0,214.89999999999998,1,2011-10-31 15:01:00,38
12589.0,646.68,2,2011-11-11 10:19:00,28
12591.0,452.84999999999997,1,2011-01-26 14:35:00,316
12592.0,437.6,2,2011-09-08 15:04:00,91
12593.0,418.09999999999997,3,2011-08-23 12:43:00,108
12594.0,3338.2200000000003,10,2011-11-02 12:20:00,37
12596.0,618.27,2,2011-10-19 13:02:00,50
12598.0,3023.08,8,2011-11-30 12:18:00,9
12599.0,1032.58,7,2011-11-10 13:34:00,28
12600.0,2599.04,10,2011-11-11 10:29:00,28
12601.0,577.0600000000001,5,2011-06-03 10:17:00,189
12602.0,153.12,1,2011-10-12 11:22:00,58
12603.0,739.1999999999999,1,2011-11-18 10:42:00,21
12604.0,254.18,2,2011-09-21 14:08:00,78
12607.0,1579.51,1,2011-10-10 16:06:00,59
12609.0,1126.85,3,2011-09-22 16:34:00,77
12610.0,2099.54,5,2011-11-17 09:34:00,22
12611.0,1193.32,1,2011-10-18 13:12:00,51
12612.0,704.0400000000001,1,2011-09-26 15:35:00,73
12613.0,3344.38,5,2011-10-13 14:59:00,56
12614.0,315.6,1,2011-03-07 10:22:00,277
12615.0,2291.19,4,2011-12-07 15:02:00,1
12616.0,713.3,2,2011-09-05 15:17:00,94
12617.0,355.53,1,2011-11-10 14:39:00,28
12618.0,177.31,1,2011-11-18 11:10:00,21
12619.0,3641.24,9,2011-11-23 14:52:00,15
12620.0,1339.41,3,2011-11-25 10:20:00,14
12622.0,180.1,1,2011-04-21 16:39:00,231
12623.0,305.1,1,2011-03-08 13:50:00,275
12624.0,641.13,2,2011-08-25 15:04:00,105
12625.0,2683.82,2,2011-05-12 09:54:00,211
12628.0,786.46,3,2011-12-05 13:15:00,3
12630.0,1270.88,2,2011-11-30 10:48:00,9
12631.0,640.5,1,2011-10-13 13:53:00,56
12633.0,2163.98,4,2011-10-12 11:40:00,58
12635.0,1689.18,2,2011-09-11 11:04:00,89
12638.0,671.69,1,2011-11-06 13:11:00,32
12639.0,486.1,1,2011-04-15 12:48:00,238
12640.0,1174.58,3,2011-11-16 11:52:00,23
12641.0,185.9,1,2011-08-16 13:26:00,114
12642.0,1013.26,3,2011-11-14 15:03:00,24
12643.0,3344.64,6,2011-08-03 12:56:00,127
12644.0,477.91,1,2011-08-02 10:33:00,129
12645.0,1775.18,4,2011-11-06 12:38:00,33
12646.0,1346.97,2,2011-12-05 10:14:00,4
12648.0,318.05,1,2011-07-08 11:55:00,154
12649.0,623.51,3,2011-08-24 14:41:00,106
12650.0,314.44,1,2011-12-06 16:34:00,2
12651.0,114.0,1,2011-01-09 12:46:00,334
12652.0,919.98,1,2011-01-12 15:00:00,330
12653.0,2209.85,2,2011-07-14 10:41:00,148
12654.0,601.98,5,2011-11-29 10:10:00,10
12657.0,1643.18,4,2011-11-28 15:47:00,10
12658.0,686.05,1,2011-11-21 10:22:00,18
12659.0,91.68,1,2011-11-10 11:53:00,29
12660.0,245.1,1,2011-11-28 13:26:00,10
12665.0,63.0,1,2011-01-19 08:34:00,324
12667.0,620.13,1,2011-10-12 17:00:00,57
12669.0,2744.0299999999997,3,2011-07-12 09:54:00,150
12670.0,2996.05,5,2011-11-29 15:23:00,9
12672.0,225.89999999999998,1,2011-01-14 09:20:00,329
12673.0,610.52,2,2011-12-04 13:55:00,4
12674.0,1970.6,4,2011-11-01 12:12:00,38
12676.0,1331.39,6,2011-11-15 12:25:00,24
12679.0,1113.02,4,2011-10-12 12:30:00,58
12680.0,880.81,4,2011-12-09 12:50:00,0
12684.0,2283.63,7,2011-12-02 09:53:00,7
12685.0,2863.08,6,2011-11-11 13:46:00,27
12686.0,89.14,1,2010-12-03 09:51:00,371
12689.0,1247.61,2,2011-11-14 08:31:00,25
12690.0,389.01,1,2011-05-18 09:09:00,205
12691.0,1035.8,6,2011-11-11 16:49:00,27
12693.0,855.91,4,2011-08-04 17:51:00,126
12694.0,869.67,2,2011-09-30 13:06:00,69
12695.0,582.1,4,2011-12-02 13:22:00,6
12697.0,957.59,3,2011-11-11 08:47:00,28
12701.0,797.71,2,2011-09-21 10:47:00,79
12702.0,219.0,1,2011-11-20 10:36:00,19
12703.0,283.55,1,2011-09-29 17:52:00,70
12704.0,2340.84,8,2011-12-02 13:15:00,6
12707.0,603.42,1,2011-02-21 08:38:00,291
12708.0,2712.91,10,2011-11-10 09:52:00,29
12710.0,1149.02,3,2011-09-04 12:00:00,96
12713.0,848.55,1,2011-12-09 12:16:00,0
12715.0,353.86,1,2011-08-25 15:22:00,105
12716.0,1053.49,2,2011-12-06 08:55:00,3
12717.0,1030.98,2,2011-07-11 14:47:00,150
12718.0,238.25,1,2011-09-29 16:38:00,70
12719.0,644.95,2,2011-12-04 13:45:00,4
12721.0,2656.13,6,2011-11-08 12:13:00,31
12722.0,997.63,4,2011-09-15 14:50:00,84
12723.0,725.07,5,2011-12-06 10:19:00,3
12724.0,1031.41,4,2011-12-04 16:02:00,4
12725.0,427.8,1,2010-12-03 15:45:00,370
12726.0,2609.1,7,2011-11-11 13:35:00,27
12728.0,836.33,4,2011-09-29 15:31:00,70
12729.0,453.01,1,2011-08-18 11:40:00,113
12732.0,236.26000000000002,1,2011-06-13 11:33:00,179
12733.0,383.95,1,2011-04-19 16:19:00,233
12734.0,110.39999999999999,1,2010-12-22 12:47:00,352
12735.0,779.5699999999999,2,2011-01-28 13:37:00,314
12736.0,234.0,1,2011-01-11 07:57:00,332
12738.0,155.35,1,2010-12-02 18:27:00,371
12739.0,1013.04,2,2011-09-22 13:00:00,77
12740.0,427.6,1,2011-10-07 10:44:00,63
12743.0,546.43,2,2011-07-28 16:21:00,133
12750.0,275.88,1,2011-08-03 09:13:00,128
12754.0,3010.74,3,2011-04-18 09:00:00,235
12756.0,112.07999999999998,1,2011-09-14 09:31:00,86
12758.0,2791.59,2,2011-08-15 10:22:00,116
12759.0,1531.44,3,2011-10-18 14:49:00,51
12762.0,1898.52,2,2011-12-02 10:23:00,7
12763.0,494.08,2,2011-07-24 14:12:00,137
12764.0,1693.88,1,2011-01-27 10:19:00,316
12769.0,1143.6,1,2011-04-15 10:25:00,238
12770.0,1351.45,1,2011-05-13 09:33:00,210
12772.0,892.47,1,2011-10-11 09:19:00,59
12775.0,1386.04,5,2011-11-22 16:33:00,16
12778.0,822.23,6,2011-11-20 11:30:00,19
12781.0,826.74,2,2011-10-07 10:37:00,63
12782.0,2330.92,5,2011-12-05 09:16:00,4
12783.0,2225.91,6,2011-12-07 15:56:00,1
12784.0,574.42,2,2011-11-30 15:38:00,8
12785.0,311.95,1,2010-12-10 13:48:00,363
12787.0,463.66,3,2011-11-30 08:44:00,9
12789.0,91.85,1,2011-10-05 13:34:00,64
12790.0,324.92,1,2011-05-31 14:14:00,191
12791.0,192.60000000000002,1,2010-12-01 11:27:00,373
12792.0,400.53999999999996,1,2011-03-28 11:36:00,256
12793.0,545.48,2,2011-01-09 12:12:00,334
12794.0,860.41,2,2011-10-17 14:54:00,52
12795.0,430.48,1,2011-11-21 10:27:00,18
12797.0,254.03,1,2010-12-09 10:55:00,365
12802.0,427.58,1,2011-06-06 09:36:00,186
12808.0,483.65000000000003,3,2011-11-03 10:05:00,36
12809.0,489.31,1,2011-06-15 10:51:00,177
12811.0,514.85,3,2011-03-24 09:42:00,260
12812.0,229.64000000000001,1,2011-10-26 09:54:00,44
12814.0,125.92,1,2011-08-30 12:11:00,101
12815.0,1063.46,2,2011-07-15 10:21:00,147
12816.0,572.2,2,2011-09-05 12:41:00,95
12817.0,166.04,1,2011-03-03 16:28:00,280
12818.0,1542.08,1,2011-03-23 12:06:00,261
12820.0,942.34,4,2011-12-06 15:12:00,2
12821.0,92.72,1,2011-05-09 15:51:00,213
12822.0,948.88,2,2011-09-30 10:04:00,70
12823.0,1759.5,5,2011-09-26 07:35:00,74
12824.0,397.12,1,2011-10-11 12:49:00,59
12826.0,1474.72,7,2011-12-07 10:25:00,2
12827.0,430.15000000000003,3,2011-12-04 12:17:00,5
12828.0,1018.71,6,2011-12-07 08:45:00,2
12829.0,293.0,2,2011-01-07 11:13:00,336
12831.0,215.05,1,2011-03-22 13:02:00,261
12832.0,383.03,2,2011-11-07 13:30:00,31
12833.0,417.38,1,2011-07-17 13:46:00,144
12834.0,312.38,1,2011-03-02 09:49:00,282
12836.0,2612.86,4,2011-10-11 15:10:00,58
12837.0,134.1,1,2011-06-19 16:07:00,172
12838.0,683.13,2,2011-11-06 12:20:00,33
12840.0,2726.77,4,2011-07-19 09:29:00,143
12842.0,1118.99,2,2011-09-30 15:33:00,69
12843.0,1702.26,8,2011-10-05 12:09:00,65
12844.0,325.96000000000004,2,2011-11-10 13:31:00,28
12845.0,354.09,4,2011-03-17 13:34:00,266
12847.0,871.54,1,2011-11-17 13:16:00,21
12849.0,1050.8899999999999,2,2011-11-08 13:41:00,30
12851.0,135.18,1,2011-09-04 12:41:00,96
12852.0,311.55,1,2011-02-18 08:47:00,294
12853.0,1957.1000000000001,6,2011-07-28 11:29:00,134
12854.0,1324.5,3,2011-09-22 12:15:00,78
12855.0,38.1,1,2010-12-02 09:37:00,372
12856.0,2179.93,6,2011-12-02 10:52:00,7
12857.0,1106.4,2,2011-05-13 10:20:00,210
12863.0,521.2,1,2011-10-18 14:15:00,51
12864.0,147.12,1,2011-07-24 13:03:00,137
12865.0,1568.23,2,2011-11-13 14:31:00,25
12866.0,559.12,1,2011-03-01 14:11:00,282
12868.0,1607.0600000000002,6,2011-06-07 10:42:00,185
12871.0,380.64,2,2011-09-16 15:07:00,83
12872.0,599.97,2,2011-01-17 10:52:00,326
12873.0,374.0,1,2011-03-02 14:58:00,281
12875.0,343.2300000000001,2,2011-07-19 15:30:00,142
12876.0,2218.02,2,2011-10-13 12:26:00,57
12877.0,1535.77,12,2011-12-06 10:30:00,3
12878.0,854.99,2,2011-04-17 13:07:00,235
12879.0,573.22,3,2011-10-26 12:24:00,44
12881.0,298.0,1,2011-03-09 11:44:00,275
12882.0,1463.04,2,2011-11-30 16:18:00,8
12883.0,703.47,4,2011-11-15 09:32:00,24
12884.0,309.05,1,2011-09-12 13:10:00,87
12885.0,1175.22,3,2011-10-07 13:40:00,62
12886.0,1378.4,2,2011-10-03 10:09:00,67
12888.0,354.12,2,2011-05-09 16:02:00,213
12890.0,380.46999999999997,1,2011-11-15 17:26:00,23
12891.0,331.0,3,2011-06-07 12:31:00,185
12893.0,188.14,1,2011-11-09 12:34:00,30
12895.0,372.8,2,2011-10-28 13:51:00,41
12897.0,216.5,2,2011-05-19 12:13:00,204
12902.0,138.68,1,2011-03-20 12:06:00,264
12904.0,509.58,2,2011-11-21 14:34:00,17
12906.0,2919.81,5,2011-11-28 09:55:00,11
12908.0,750.0,2,2011-06-16 15:39:00,175
12909.0,2178.67,5,2011-10-31 12:43:00,39
12910.0,3075.04,8,2011-11-16 14:28:00,22
12912.0,1662.3,5,2011-12-07 08:55:00,2
12913.0,2483.63,5,2011-12-05 12:11:00,4
12915.0,363.65,2,2011-07-14 11:34:00,148
12916.0,3006.15,4,2011-07-24 10:35:00,138
12917.0,594.0,1,2011-08-03 16:42:00,127
12919.0,1335.19,6,2011-12-01 13:47:00,7
12920.0,164.23,1,2011-11-22 15:05:00,16
12922.0,405.38,1,2011-07-01 15:35:00,160
12923.0,176.97,1,2011-10-06 16:20:00,63
12924.0,933.7,4,2011-09-12 13:55:00,87
12925.0,694.05,2,2011-12-05 11:11:00,4
12928.0,2062.7000000000003,5,2011-11-04 14:24:00,34
12929.0,117.85,1,2011-02-01 12:08:00,311
12930.0,415.8,2,2011-09-22 15:18:00,77
12933.0,607.53,3,2011-11-15 16:38:00,23
12935.0,2160.7,7,2011-12-07 17:25:00,1
12936.0,1063.9,4,2011-11-22 17:32:00,16
12937.0,1504.27,4,2011-11-24 15:05:00,14
12938.0,114.14,1,2011-11-14 11:21:00,25
12940.0,913.54,2,2011-10-16 12:09:00,54
12942.0,683.9,3,2011-07-31 14:39:00,130
12944.0,604.51,2,2011-11-04 11:04:00,35
12945.0,462.95,1,2011-02-24 14:15:00,287
12947.0,1603.99,6,2011-07-19 10:06:00,143
12948.0,2064.95,7,2011-11-23 17:10:00,15
12950.0,1843.0,3,2011-12-07 13:17:00,1
12951.0,1064.07,6,2011-12-01 12:14:00,8
12952.0,1387.79,4,2011-12-04 10:35:00,5
12953.0,329.85,1,2011-11-30 09:24:00,9
12956.0,108.07,1,2011-02-06 16:08:00,305
12962.0,266.39,2,2011-12-02 15:55:00,6
12963.0,1856.63,8,2011-12-01 12:55:00,7
12965.0,771.91,1,2011-09-11 15:31:00,88
12966.0,160.18,1,2011-11-30 12:38:00,9
12967.0,1660.9,2,2010-12-16 19:10:00,357
12968.0,135.95,1,2011-08-19 15:44:00,111
12970.0,452.24,4,2011-12-02 14:30:00,6
12974.0,144.8,1,2011-05-26 09:33:00,197
12976.0,738.6,1,2011-05-12 09:55:00,211
12977.0,39.239999999999995,1,2011-07-06 16:40:00,155
12981.0,372.21999999999997,2,2011-11-10 12:00:00,29
12982.0,390.54,1,2011-04-11 11:51:00,242
12984.0,97.5,1,2011-11-21 12:37:00,18
12985.0,1239.38,2,2011-12-09 10:46:00,0
12987.0,558.7,2,2011-09-27 12:03:00,73
12988.0,535.32,1,2011-02-20 14:31:00,291
12990.0,409.5,3,2011-11-08 13:01:00,30
12991.0,503.76,2,2011-11-16 15:34:00,22
12993.0,414.76,4,2011-11-16 15:49:00,22
12994.0,974.4200000000001,3,2011-12-05 15:43:00,3
12995.0,211.32,1,2011-09-15 15:44:00,84
12997.0,1226.89,4,2011-11-17 15:47:00,21
12999.0,455.88,3,2011-05-27 13:24:00,195
13000.0,534.85,3,2011-08-25 10:43:00,106
13002.0,120.94999999999999,1,2011-01-25 15:18:00,317
13003.0,149.05,3,2011-08-26 10:50:00,105
13005.0,513.7,2,2011-06-19 10:53:00,173
13006.0,81.57,1,2011-10-14 13:49:00,55
13008.0,229.46999999999997,1,2011-01-20 14:24:00,322
13011.0,50.550000000000004,1,2010-12-02 17:22:00,371
13012.0,1661.8400000000001,8,2011-11-30 13:05:00,8
13014.0,3466.2799999999997,10,2011-11-29 12:27:00,10
13015.0,3346.28,5,2011-10-17 13:19:00,52
13016.0,789.89,3,2011-09-27 14:08:00,72
13017.0,204.0,1,2011-12-02 15:53:00,6
13021.0,2616.38,9,2011-12-05 16:37:00,3
13023.0,689.9,2,2011-10-06 16:27:00,63
13026.0,975.36,5,2011-12-08 16:58:00,0
13028.0,661.3199999999999,2,2011-11-17 11:10:00,22
13029.0,1247.5,3,2011-11-09 09:13:00,30
13030.0,799.48,2,2011-11-28 14:30:00,10
13032.0,1010.18,2,2011-10-18 15:54:00,51
13033.0,190.55,1,2010-12-17 14:23:00,356
13034.0,642.77,2,2011-10-16 12:21:00,54
13035.0,921.88,2,2011-09-27 08:57:00,73
13037.0,881.07,3,2011-07-24 15:46:00,137
13038.0,908.46,3,2011-09-20 14:37:00,79
13040.0,676.99,2,2011-12-01 10:38:00,8
13043.0,516.42,1,2011-03-11 14:52:00,272
13044.0,560.47,1,2011-02-21 15:20:00,290
13045.0,305.28000000000003,1,2011-09-01 15:04:00,98
13046.0,629.31,2,2011-11-09 08:36:00,30
13047.0,3237.54,10,2011-11-08 12:06:00,31
13048.0,1835.91,4,2011-11-25 13:23:00,13
13049.0,656.6800000000001,2,2011-10-06 15:31:00,63
13052.0,348.15000000000003,1,2011-05-11 14:12:00,211
13055.0,1214.41,3,2011-09-22 14:26:00,77
13058.0,271.40000000000003,3,2011-11-15 12:43:00,24
13059.0,183.4,1,2011-04-04 10:40:00,249
13060.0,307.53,1,2011-03-31 11:37:00,253
13061.0,248.61,1,2011-09-28 16:04:00,71
13062.0,346.98,1,2011-06-01 15:12:00,190
13064.0,1119.49,4,2011-11-27 12:31:00,12
13065.0,205.86,1,2010-12-01 16:52:00,372
13066.0,470.8,2,2011-11-15 12:57:00,23
13067.0,115.46000000000001,1,2011-09-18 13:38:00,81
13068.0,344.0,2,2011-11-29 15:00:00,9
13070.0,228.8,1,2011-05-31 13:45:00,191
13072.0,177.15,1,2011-03-18 08:12:00,266
13075.0,919.61,1,2011-08-02 10:19:00,129
13077.0,729.27,4,2011-12-08 19:24:00,0
13079.0,220.10000000000002,5,2011-12-05 16:53:00,3
13080.0,58.08,1,2011-06-13 14:59:00,178
13082.0,3613.63,9,2011-08-05 16:16:00,125
13083.0,303.75,2,2011-12-05 15:01:00,3
13085.0,416.08000000000004,2,2011-07-05 12:11:00,157
13091.0,345.82,1,2011-11-11 15:54:00,27
13092.0,477.83,5,2011-09-30 11:18:00,70
13094.0,1927.3200000000002,12,2011-11-18 14:07:00,20
13095.0,74.39999999999999,1,2011-09-30 12:03:00,70
13099.0,207.35999999999999,1,2011-09-01 17:40:00,98
13101.0,101.19,1,2011-04-19 14:37:00,233
13103.0,243.94,1,2011-10-31 09:38:00,39
13104.0,1098.48,6,2011-12-06 13:10:00,2
13106.0,76.5,1,2011-07-29 15:12:00,132
13107.0,1531.6200000000001,4,2011-10-26 14:52:00,43
13108.0,350.06,1,2010-12-02 10:35:00,372
13109.0,786.54,2,2011-10-11 10:16:00,59
13110.0,1488.67,7,2011-11-08 14:30:00,30
13115.0,2294.78,4,2011-11-28 12:38:00,11
13116.0,501.14,1,2011-07-24 14:33:00,137
13117.0,984.91,8,2011-11-18 12:02:00,21
13118.0,1197.81,5,2011-11-20 12:46:00,19
13120.0,30.599999999999998,1,2011-04-15 10:19:00,238
13121.0,283.73,1,2011-03-15 16:47:00,268
13122.0,922.39,2,2011-09-06 15:53:00,93
13126.0,2099.64,8,2011-12-05 10:00:00,4
13127.0,259.17,1,2011-09-23 10:26:00,77
13130.0,64.0,1,2011-09-06 15:30:00,93
13131.0,1073.3,3,2011-11-16 13:21:00,22
13132.0,77.3,1,2011-03-23 12:44:00,261
13133.0,109.8,2,2011-03-11 10:31:00,273
13134.0,1793.58,4,2011-09-15 10:35:00,85
13135.0,3096.0,1,2011-05-27 10:52:00,196
13136.0,2607.61,5,2011-10-14 13:41:00,55
13137.0,3650.41,8,2011-11-29 12:09:00,10
13138.0,962.39,6,2011-11-17 16:51:00,21
13140.0,423.72,3,2011-08-23 15:33:00,107
13141.0,2388.75,5,2011-09-16 09:54:00,84
13142.0,307.09,1,2011-11-20 16:07:00,18
13144.0,110.95,1,2011-01-11 11:15:00,332
13145.0,618.52,4,2011-10-31 12:45:00,39
13146.0,228.91,1,2011-11-13 15:29:00,25
13147.0,712.8000000000001,4,2011-11-29 13:59:00,9
13149.0,1676.06,4,2011-11-25 13:09:00,13
13151.0,1257.8700000000001,1,2011-02-17 12:29:00,295
13153.0,486.22,1,2011-12-04 12:14:00,5
13155.0,971.76,4,2011-11-06 15:41:00,32
13157.0,1741.22,4,2011-10-21 13:50:00,48
13158.0,1201.06,4,2011-09-06 11:58:00,94
13159.0,1437.85,4,2011-12-01 11:20:00,8
13160.0,91.8,1,2011-11-17 13:07:00,21
13161.0,112.75,1,2011-01-30 14:03:00,312
13162.0,1688.29,4,2011-08-09 15:59:00,121
13165.0,1021.48,2,2011-10-24 15:05:00,45
13166.0,417.2,1,2011-03-01 15:16:00,282
13167.0,791.33,4,2011-11-21 12:24:00,18
13168.0,1319.19,4,2011-11-03 12:56:00,35
