Customer ID,MonetaryValue,Frequency,Recency,Cluster,Simplified Cluster Label
12670.0,2996.05,5,9,2,Loyal
12672.0,225.9,1,329,0,Inactive
12673.0,610.52,2,4,3,Growing
12674.0,1970.6,4,38,1,Churn Risk
12676.0,1331.39,6,24,3,Growing
12679.0,1113.02,4,58,3,Growing
12680.0,880.81,4,0,3,Growing
12684.0,2283.63,7,7,1,Churn Risk
12685.0,2863.08,6,27,2,Loyal
12686.0,89.14,1,371,0,Inactive
12689.0,1247.61,2,25,3,Growing
12690.0,389.01,1,205,0,Inactive
12691.0,1035.8,6,27,3,Growing
12693.0,855.91,4,126,3,Growing
12694.0,869.67,2,69,3,Growing
12695.0,582.1,4,6,0,Inactive
12697.0,957.59,3,28,3,Growing
12701.0,797.71,2,79,3,Growing
12702.0,219.0,1,19,0,Inactive
12703.0,283.55,1,70,0,Inactive
12704.0,2340.84,8,6,1,Churn Risk
12707.0,603.42,1,291,0,Inactive
12708.0,2712.91,10,29,2,Loyal
12710.0,1149.02,3,96,3,Growing
12713.0,848.55,1,0,3,Growing
12715.0,353.86,1,105,0,Inactive
12716.0,1053.49,2,3,3,Growing
12717.0,1030.98,2,150,3,Growing
12718.0,238.25,1,70,0,Inactive
12719.0,644.95,2,4,3,Growing
12721.0,2656.13,6,31,2,Loyal
12722.0,997.63,4,84,3,Growing
12723.0,725.07,5,3,3,Growing
12724.0,1031.41,4,4,3,Growing
12725.0,427.8,1,370,0,Inactive
12726.0,2609.1,7,27,2,Loyal
12728.0,836.33,4,70,3,Growing
12729.0,453.01,1,113,0,Inactive
12732.0,236.26,1,179,0,Inactive
12733.0,383.95,1,233,0,Inactive
12734.0,110.4,1,352,0,Inactive
12735.0,779.5699999999999,2,314,3,Growing
12736.0,234.0,1,332,0,Inactive
12738.0,155.35,1,371,0,Inactive
12739.0,1013.04,2,77,3,Growing
12740.0,427.6,1,63,0,Inactive
12743.0,546.43,2,133,0,Inactive
12750.0,275.88,1,128,0,Inactive
12754.0,3010.74,3,235,2,Loyal
12756.0,112.07999999999998,1,86,0,Inactive
12758.0,2791.59,2,116,2,Loyal
12759.0,1531.44,3,51,1,Churn Risk
12762.0,1898.52,2,7,1,Churn Risk
12763.0,494.08,2,137,0,Inactive
12764.0,1693.88,1,316,1,Churn Risk
12769.0,1143.6,1,238,3,Growing
12770.0,1351.45,1,210,3,Growing
12772.0,892.47,1,59,3,Growing
12775.0,1386.04,5,16,1,Churn Risk
12778.0,822.23,6,19,3,Growing
12781.0,826.74,2,63,3,Growing
12782.0,2330.92,5,4,1,Churn Risk
12783.0,2225.91,6,1,1,Churn Risk
12784.0,574.42,2,8,0,Inactive
12785.0,311.95,1,363,0,Inactive
12787.0,463.66,3,9,0,Inactive
12789.0,91.85,1,64,0,Inactive
12790.0,324.92,1,191,0,Inactive
12791.0,192.6,1,373,0,Inactive
12792.0,400.54,1,256,0,Inactive
12793.0,545.48,2,334,0,Inactive
12794.0,860.41,2,52,3,Growing
12795.0,430.48,1,18,0,Inactive
12797.0,254.03,1,365,0,Inactive
12802.0,427.58,1,186,0,Inactive
12808.0,483.65,3,36,0,Inactive
12809.0,489.31,1,177,0,Inactive
12811.0,514.85,3,260,0,Inactive
12812.0,229.64,1,44,0,Inactive
12814.0,125.92,1,101,0,Inactive
12815.0,1063.46,2,147,3,Growing
12816.0,572.2,2,95,0,Inactive
12817.0,166.04,1,280,0,Inactive
12818.0,1542.08,1,261,1,Churn Risk
12820.0,942.34,4,2,3,Growing
12821.0,92.72,1,213,0,Inactive
12822.0,948.88,2,70,3,Growing
12823.0,1759.5,5,74,1,Churn Risk
12824.0,397.12,1,59,0,Inactive
12826.0,1474.72,7,2,1,Churn Risk
12827.0,430.15,3,5,0,Inactive
12828.0,1018.71,6,2,3,Growing
12829.0,293.0,2,336,0,Inactive
12831.0,215.05,1,261,0,Inactive
12832.0,383.03,2,31,0,Inactive
12833.0,417.38,1,144,0,Inactive
12834.0,312.38,1,282,0,Inactive
12836.0,2612.86,4,58,2,Loyal
12837.0,134.1,1,172,0,Inactive
12838.0,683.13,2,33,3,Growing
12840.0,2726.77,4,143,2,Loyal
12842.0,1118.99,2,69,3,Growing
12843.0,1702.26,8,65,1,Churn Risk
12844.0,325.96000000000004,2,28,0,Inactive
12845.0,354.09,4,266,0,Inactive
12847.0,871.54,1,21,3,Growing
12849.0,1050.89,2,30,3,Growing
12851.0,135.18,1,96,0,Inactive
12852.0,311.55,1,294,0,Inactive
12853.0,1957.1,6,134,1,Churn Risk
12854.0,1324.5,3,78,3,Growing
12855.0,38.1,1,372,0,Inactive
12856.0,2179.93,6,7,1,Churn Risk
12857.0,1106.4,2,210,3,Growing
12863.0,521.2,1,51,0,Inactive
12864.0,147.12,1,137,0,Inactive
12865.0,1568.23,2,25,1,Churn Risk
12866.0,559.12,1,282,0,Inactive
12868.0,1607.0600000000002,6,185,1,Churn Risk
12871.0,380.64,2,83,0,Inactive
12872.0,599.97,2,326,0,Inactive
12873.0,374.0,1,281,0,Inactive
12875.0,343.2300000000001,2,142,0,Inactive
12876.0,2218.02,2,57,1,Churn Risk
12877.0,1535.77,12,3,1,Churn Risk
12878.0,854.99,2,235,3,Growing
12879.0,573.22,3,44,0,Inactive
12881.0,298.0,1,275,0,Inactive
12882.0,1463.04,2,8,1,Churn Risk
12883.0,703.47,4,24,3,Growing
12884.0,309.05,1,87,0,Inactive
12885.0,1175.22,3,62,3,Growing
12886.0,1378.4,2,67,1,Churn Risk
12888.0,354.12,2,213,0,Inactive
12890.0,380.47,1,23,0,Inactive
12891.0,331.0,3,185,0,Inactive
12893.0,188.14,1,30,0,Inactive
12895.0,372.8,2,41,0,Inactive
12897.0,216.5,2,204,0,Inactive
12902.0,138.68,1,264,0,Inactive
12904.0,509.58,2,17,0,Inactive
12906.0,2919.81,5,11,2,Loyal
12908.0,750.0,2,175,3,Growing
12909.0,2178.67,5,39,1,Churn Risk
12910.0,3075.04,8,22,2,Loyal
12912.0,1662.3,5,2,1,Churn Risk
12913.0,2483.63,5,4,2,Loyal
12915.0,363.65,2,148,0,Inactive
12916.0,3006.15,4,138,2,Loyal
12917.0,594.0,1,127,0,Inactive
12919.0,1335.19,6,7,3,Growing
12920.0,164.23,1,16,0,Inactive
12922.0,405.38,1,160,0,Inactive
12923.0,176.97,1,63,0,Inactive
12924.0,933.7,4,87,3,Growing
12925.0,694.05,2,4,3,Growing
12928.0,2062.7000000000003,5,34,1,Churn Risk
12929.0,117.85,1,311,0,Inactive
12930.0,415.8,2,77,0,Inactive
12933.0,607.53,3,23,3,Growing
12935.0,2160.7,7,1,1,Churn Risk
12936.0,1063.9,4,16,3,Growing
12937.0,1504.27,4,14,1,Churn Risk
12938.0,114.14,1,25,0,Inactive
12940.0,913.54,2,54,3,Growing
12942.0,683.9,3,130,3,Growing
12944.0,604.51,2,35,3,Growing
12945.0,462.95,1,287,0,Inactive
12947.0,1603.99,6,143,1,Churn Risk
12948.0,2064.95,7,15,1,Churn Risk
12950.0,1843.0,3,1,1,Churn Risk
12951.0,1064.07,6,8,3,Growing
12952.0,1387.79,4,5,1,Churn Risk
12953.0,329.85,1,9,0,Inactive
12956.0,108.07,1,305,0,Inactive
12962.0,266.39,2,6,0,Inactive
12963.0,1856.63,8,7,1,Churn Risk
12965.0,771.91,1,88,3,Growing
12966.0,160.18,1,9,0,Inactive
12967.0,1660.9,2,357,1,Churn Risk
12968.0,135.95,1,111,0,Inactive
12970.0,452.24,4,6,0,Inactive
12974.0,144.8,1,197,0,Inactive
12976.0,738.6,1,211,3,Growing
12977.0,39.24,1,155,0,Inactive
12981.0,372.22,2,29,0,Inactive
12982.0,390.54,1,242,0,Inactive
12984.0,97.5,1,18,0,Inactive
12985.0,1239.38,2,0,3,Growing
12987.0,558.7,2,73,0,Inactive
12988.0,535.32,1,291,0,Inactive
12990.0,409.5,3,30,0,Inactive
12991.0,503.76,2,22,0,Inactive
12993.0,414.76,4,22,0,Inactive
12994.0,974.42,3,3,3,Growing
12995.0,211.32,1,84,0,Inactive
12997.0,1226.89,4,21,3,Growing
12999.0,455.88,3,195,0,Inactive
13000.0,534.85,3,106,0,Inactive
13002.0,120.95,1,317,0,Inactive
13003.0,149.05,3,105,0,Inactive
13005.0,513.7,2,173,0,Inactive
13006.0,81.57,1,55,0,Inactive
13008.0,229.47,1,322,0,Inactive
13011.0,50.55,1,371,0,Inactive
13012.0,1661.84,8,8,1,Churn Risk
13014.0,3466.28,10,10,2,Loyal
13015.0,3346.28,5,52,2,Loyal
13016.0,789.89,3,72,3,Growing
13017.0,204.0,1,6,0,Inactive
13021.0,2616.38,9,3,2,Loyal
13023.0,689.9,2,63,3,Growing
13026.0,975.36,5,0,3,Growing
13028.0,661.3199999999999,2,22,3,Growing
13029.0,1247.5,3,30,3,Growing
13030.0,799.48,2,10,3,Growing
13032.0,1010.18,2,51,3,Growing
13033.0,190.55,1,356,0,Inactive
13034.0,642.77,2,54,3,Growing
13035.0,921.88,2,73,3,Growing
13037.0,881.07,3,137,3,Growing
13038.0,908.46,3,79,3,Growing
13040.0,676.99,2,8,3,Growing
13043.0,516.42,1,272,0,Inactive
13044.0,560.47,1,290,0,Inactive
13045.0,305.28000000000003,1,98,0,Inactive
13046.0,629.31,2,30,3,Growing
13047.0,3237.54,10,31,2,Loyal
13048.0,1835.91,4,13,1,Churn Risk
13049.0,656.6800000000001,2,63,3,Growing
13052.0,348.15000000000003,1,211,0,Inactive
13055.0,1214.41,3,77,3,Growing
13058.0,271.40000000000003,3,24,0,Inactive
13059.0,183.4,1,249,0,Inactive
13060.0,307.53,1,253,0,Inactive
13061.0,248.61,1,71,0,Inactive
13062.0,346.98,1,190,0,Inactive
13064.0,1119.49,4,12,3,Growing
13065.0,205.86,1,372,0,Inactive
13066.0,470.8,2,23,0,Inactive
13067.0,115.46,1,81,0,Inactive
13068.0,344.0,2,9,0,Inactive
13070.0,228.8,1,191,0,Inactive
13072.0,177.15,1,266,0,Inactive
13075.0,919.61,1,129,3,Growing
13077.0,729.27,4,0,3,Growing
13079.0,220.1,5,3,0,Inactive
13080.0,58.08,1,178,0,Inactive
13082.0,3613.63,9,125,2,Loyal
13083.0,303.75,2,3,0,Inactive
13085.0,416.08,2,157,0,Inactive
13091.0,345.82,1,27,0,Inactive
13092.0,477.83,5,70,0,Inactive
13094.0,1927.32,12,20,1,Churn Risk
13095.0,74.39999999999999,1,70,0,Inactive
13099.0,207.36,1,98,0,Inactive
13101.0,101.19,1,233,0,Inactive
13103.0,243.94,1,39,0,Inactive
13104.0,1098.48,6,2,3,Growing
13106.0,76.5,1,132,0,Inactive
13107.0,1531.62,4,43,1,Churn Risk
13108.0,350.06,1,372,0,Inactive
13109.0,786.54,2,59,3,Growing
13110.0,1488.67,7,30,1,Churn Risk
13115.0,2294.78,4,11,1,Churn Risk
13116.0,501.14,1,137,0,Inactive
13117.0,984.91,8,21,3,Growing
13118.0,1197.81,5,19,3,Growing
13120.0,30.6,1,238,0,Inactive
13121.0,283.73,1,268,0,Inactive
13122.0,922.39,2,93,3,Growing
13126.0,2099.64,8,4,1,Churn Risk
13127.0,259.17,1,77,0,Inactive
13130.0,64.0,1,93,0,Inactive
13131.0,1073.3,3,22,3,Growing
13132.0,77.3,1,261,0,Inactive
13133.0,109.8,2,273,0,Inactive
13134.0,1793.58,4,85,1,Churn Risk
13135.0,3096.0,1,196,2,Loyal
13136.0,2607.61,5,55,2,Loyal
13137.0,3650.41,8,10,2,Loyal
13138.0,962.39,6,21,3,Growing
13140.0,423.72,3,107,0,Inactive
13141.0,2388.75,5,84,2,Loyal
13142.0,307.09,1,18,0,Inactive
13144.0,110.95,1,332,0,Inactive
13145.0,618.52,4,39,3,Growing
13146.0,228.91,1,25,0,Inactive
13147.0,712.8000000000001,4,9,3,Growing
13149.0,1676.06,4,13,1,Churn Risk
13151.0,1257.87,1,295,3,Growing
13153.0,486.22,1,5,0,Inactive
13155.0,971.76,4,32,3,Growing
13157.0,1741.22,4,48,1,Churn Risk
13158.0,1201.06,4,94,3,Growing
13159.0,1437.85,4,8,1,Churn Risk
13160.0,91.8,1,21,0,Inactive
13161.0,112.75,1,312,0,Inactive
13162.0,1688.29,4,121,1,Churn Risk
13165.0,1021.48,2,45,3,Growing
13166.0,417.2,1,282,0,Inactive
13167.0,791.33,4,18,3,Growing
13168.0,1319.19,4,35,3,Growing
13169.0,712.88,2,63,3,Growing
13170.0,116.01,1,26,0,Inactive
13171.0,468.41,3,21,0,Inactive
13173.0,353.65,2,3,0,Inactive
13174.0,2817.03,3,15,2,Loyal
13176.0,492.84,1,45,0,Inactive
13177.0,282.45,1,64,0,Inactive
13182.0,121.18,1,44,0,Inactive
13184.0,1701.29,10,14,1,Churn Risk
13185.0,71.4,1,267,0,Inactive
13186.0,1575.89,3,39,1,Churn Risk
13187.0,236.02,1,336,0,Inactive
13188.0,114.6,1,10,0,Inactive
13189.0,260.68,2,18,0,Inactive
13192.0,911.94,2,94,3,Growing
13193.0,117.88,1,60,0,Inactive
13194.0,60.7,1,135,0,Inactive
13196.0,1797.78,4,10,1,Churn Risk
13198.0,3401.24,6,9,2,Loyal
13200.0,870.09,4,18,3,Growing
13203.0,869.46,4,9,3,Growing
13207.0,250.26,2,14,0,Inactive
13208.0,1223.9,6,58,3,Growing
13210.0,353.48,1,93,0,Inactive
13211.0,1197.42,3,9,3,Growing
13212.0,788.08,3,19,3,Growing
13213.0,1520.58,5,56,1,Churn Risk
13216.0,333.74,1,267,0,Inactive
13217.0,533.98,3,121,0,Inactive
13218.0,62.63999999999999,1,126,0,Inactive
13220.0,819.2900000000001,4,77,3,Growing
13221.0,847.41,2,239,3,Growing
13223.0,163.20000000000002,2,199,0,Inactive
13224.0,2155.95,2,59,1,Churn Risk
13226.0,108.21,1,272,0,Inactive
13227.0,257.7,1,201,0,Inactive
13228.0,358.0,1,80,0,Inactive
13229.0,160.95,1,225,0,Inactive
13230.0,2806.97,14,3,2,Loyal
13232.0,1357.6,7,12,1,Churn Risk
13233.0,605.12,2,73,3,Growing
13235.0,1031.07,1,211,3,Growing
13236.0,744.85,2,24,3,Growing
13238.0,700.73,4,16,3,Growing
13239.0,329.56,1,261,0,Inactive
13240.0,663.65,4,95,3,Growing
13242.0,270.40000000000003,3,111,0,Inactive
13243.0,600.07,1,202,0,Inactive
13244.0,121.74,1,92,0,Inactive
13245.0,430.5,1,50,0,Inactive
13246.0,1987.3,6,17,1,Churn Risk
13247.0,501.12,4,17,0,Inactive
13248.0,465.68,2,124,0,Inactive
13249.0,711.41,3,91,3,Growing
13253.0,1030.4,2,156,3,Growing
13255.0,399.51,2,8,0,Inactive
13258.0,698.58,3,11,3,Growing
13259.0,292.32,1,61,0,Inactive
13260.0,557.62,1,60,0,Inactive
13261.0,944.1,2,268,3,Growing
13262.0,200.29,1,262,0,Inactive
13265.0,2107.66,5,52,1,Churn Risk
13268.0,3214.69,11,17,2,Loyal
13270.0,590.0,1,365,0,Inactive
13271.0,217.38,1,36,0,Inactive
13272.0,276.56,2,30,0,Inactive
13273.0,138.98,1,112,0,Inactive
13276.0,590.9300000000001,2,63,0,Inactive
13277.0,258.4,4,15,0,Inactive
13278.0,542.73,1,40,0,Inactive
13279.0,137.75,1,77,0,Inactive
13280.0,814.86,3,121,3,Growing
13282.0,1132.14,3,17,3,Growing
13283.0,93.66,2,59,0,Inactive
13284.0,201.19,1,330,0,Inactive
13285.0,2709.12,4,22,2,Loyal
13291.0,361.11,1,155,0,Inactive
13292.0,578.9399999999999,2,38,0,Inactive
13294.0,873.74,2,189,3,Growing
13295.0,201.2,1,359,0,Inactive
13296.0,87.4,1,136,0,Inactive
13297.0,2089.85,4,7,1,Churn Risk
13298.0,360.0,1,0,0,Inactive
13299.0,142.5,1,267,0,Inactive
13300.0,371.89,1,168,0,Inactive
13301.0,618.09,4,103,3,Growing
13302.0,63.75,1,154,0,Inactive
13304.0,300.42,1,350,0,Inactive
13305.0,2000.86,10,3,1,Churn Risk
13307.0,15.0,1,119,0,Inactive
13308.0,1385.51,3,22,1,Churn Risk
13309.0,1456.79,5,6,1,Churn Risk
13310.0,1132.03,3,27,3,Growing
13311.0,598.57,2,3,3,Growing
13313.0,1555.32,5,21,1,Churn Risk
13314.0,775.94,3,1,3,Growing
13317.0,2273.68,6,65,1,Churn Risk
13318.0,640.76,3,0,3,Growing
13320.0,1548.7,4,77,1,Churn Risk
13321.0,567.36,2,71,0,Inactive
13322.0,199.48,1,16,0,Inactive
13323.0,787.85,5,2,3,Growing
13325.0,675.3,1,81,3,Growing
13327.0,3627.77,8,38,2,Loyal
13328.0,1308.48,1,315,3,Growing
13329.0,789.0,2,31,3,Growing
13330.0,1140.93,3,92,3,Growing
13332.0,350.9,1,13,0,Inactive
13334.0,3536.82,3,81,2,Loyal
13336.0,795.12,1,76,3,Growing
13338.0,487.02,1,157,0,Inactive
13339.0,860.12,1,200,3,Growing
13341.0,775.85,1,260,3,Growing
13343.0,353.43,1,177,0,Inactive
13344.0,2543.72,3,67,2,Loyal
13345.0,389.5,1,287,0,Inactive
13347.0,341.36,1,69,0,Inactive
13348.0,233.76,1,63,0,Inactive
13349.0,247.32,1,10,0,Inactive
13350.0,979.12,2,15,3,Growing
13351.0,373.94,1,65,0,Inactive
13352.0,397.98,1,59,0,Inactive
13354.0,743.53,1,70,3,Growing
13355.0,674.7,1,121,3,Growing
13356.0,768.24,1,79,3,Growing
13357.0,609.95,1,256,0,Inactive
13358.0,439.03,1,268,0,Inactive
13359.0,439.56,1,63,0,Inactive
13362.0,3090.74,4,8,2,Loyal
13363.0,992.5,2,17,3,Growing
13364.0,134.95999999999998,1,70,0,Inactive
13365.0,2225.37,2,33,1,Churn Risk
13366.0,56.16,1,49,0,Inactive
13368.0,623.4,2,256,3,Growing
13369.0,308.28000000000003,1,365,0,Inactive
13370.0,754.87,1,371,3,Growing
13372.0,378.64,1,89,0,Inactive
13373.0,3312.25,3,60,2,Loyal
13375.0,778.65,1,88,3,Growing
13376.0,1019.76,3,98,3,Growing
13379.0,572.56,3,25,0,Inactive
13381.0,3639.31,6,31,2,Loyal
13382.0,222.99,1,280,0,Inactive
13385.0,534.57,1,329,0,Inactive
13388.0,677.1,2,130,3,Growing
13389.0,797.96,3,10,3,Growing
13390.0,544.08,1,74,0,Inactive
13391.0,59.8,1,203,0,Inactive
13394.0,2520.02,8,1,2,Loyal
13395.0,307.72,1,184,0,Inactive
13396.0,1360.99,2,28,1,Churn Risk
13397.0,1544.13,5,72,1,Churn Risk
13398.0,457.34,1,191,0,Inactive
13402.0,621.23,2,126,3,Growing
13403.0,75.0,1,17,0,Inactive
13404.0,252.49,2,0,0,Inactive
13405.0,572.451,3,73,0,Inactive
13410.0,1003.06,5,23,3,Growing
13411.0,213.55,1,106,0,Inactive
13414.0,1390.5,3,133,1,Churn Risk
